module_name	AUC_set_name	overlap	AUC_set_size	universe	module_size	p	p-none	p-Bonn	p-BH	overlap_IDs
module_.979	set_size_0	0	1	34602	84	0.00242753518481065	0.00242753518481065	0.194202814784852	0.00527121925844635	no_overlap
module_.571	set_size_0	0	1	34602	46	0.00132936450596777	0.00132936450596777	0.106349160477422	0.00527121925844635	no_overlap
module_.721	set_size_0	0	1	34602	97	0.00280322515388831	0.00280322515388831	0.224258012311065	0.00527121925844635	no_overlap
module_.619	set_size_0	0	1	34602	79	0.00228303904285698	0.00228303904285698	0.182643123428558	0.00527121925844635	no_overlap
module_.877	set_size_0	0	1	34602	64	0.00184955061699854	0.00184955061699854	0.147964049359883	0.00527121925844635	no_overlap
module_.799	set_size_0	0	1	34602	59	0.00170505447504554	0.00170505447504554	0.136404358003643	0.00527121925844635	no_overlap
module_.763	set_size_0	0	1	34602	111	0.00320781435135686	0.00320781435135686	0.256625148108549	0.00527121925844635	no_overlap
module_.559	set_size_0	0	1	34602	35	0.0010114729936711	0.0010114729936711	0.080917839493688	0.00527121925844635	no_overlap
module_.997	set_size_0	0	1	34602	55	0.0015894575614831	0.0015894575614831	0.127156604918648	0.00527121925844635	no_overlap
module_.637	set_size_0	0	1	34602	53	0.00153165910470188	0.00153165910470188	0.12253272837615	0.00527121925844635	no_overlap
module_.937	set_size_0	0	1	34602	203	0.00586654336329184	0.00586654336329184	0.469323469063347	0.00617530880346509	no_overlap
module_.781	set_size_0	0	1	34602	127	0.00367020200560708	0.00367020200560708	0.293616160448566	0.00538051088581297	no_overlap
module_.1015	set_size_0	0	1	34602	172	0.00497066728318352	0.00497066728318352	0.397653382654682	0.00576309250224176	no_overlap
module_.745	set_size_0	0	1	34602	105	0.0030344189810132	0.0030344189810132	0.242753518481056	0.00527121925844635	no_overlap
module_.697	set_size_0	0	1	34602	88	0.00254313209837298	0.00254313209837298	0.203450567869838	0.00527121925844635	no_overlap
module_.709	set_size_0	0	1	34602	45	0.0013004652775771	0.0013004652775771	0.104037222206168	0.00527121925844635	no_overlap
module_.865	set_size_0	0	1	34602	52	0.00150275987631132	0.00150275987631132	0.120220790104906	0.00527121925844635	no_overlap
module_.631	set_size_0	0	1	34602	80	0.00231193827124809	0.00231193827124809	0.184955061699847	0.00527121925844635	no_overlap
module_.805	set_size_0	0	1	34602	79	0.00228303904285698	0.00228303904285698	0.182643123428558	0.00527121925844635	no_overlap
module_.565	set_size_0	0	1	34602	126	0.00364130277721597	0.00364130277721597	0.291304222177278	0.00538051088581297	no_overlap
module_.1009	set_size_0	0	1	34602	66	0.00190734907377976	0.00190734907377976	0.152587925902381	0.00527121925844635	no_overlap
module_.643	set_size_0	0	1	34602	51	0.00147386064792066	0.00147386064792066	0.117908851833653	0.00527121925844635	no_overlap
module_.751	set_size_0	0	1	34602	21	0.000606883796202662	0.000606883796202662	0.048550703696213	0.00527121925844635	no_overlap
module_.871	set_size_0	0	1	34602	156	0.00450827962893385	0.00450827962893385	0.360662370314708	0.00561978841318779	no_overlap
module_.733	set_size_0	0	1	34602	145	0.00419038811663697	0.00419038811663697	0.335231049330958	0.00557139222743355	no_overlap
module_.823	set_size_0	0	1	34602	168	0.00485507036962163	0.00485507036962163	0.38840562956973	0.00571184749367251	no_overlap
module_.925	set_size_0	0	1	34602	188	0.00543305493743318	0.00543305493743318	0.434644394994654	0.00603672770825909	no_overlap
module_.919	set_size_0	0	1	34602	147	0.00424818657341808	0.00424818657341808	0.339854925873446	0.00557139222743355	no_overlap
module_.973	set_size_0	0	1	34602	119	0.00343900817848175	0.00343900817848175	0.27512065427854	0.00538051088581297	no_overlap
module_.679	set_size_0	0	1	34602	66	0.00190734907377976	0.00190734907377976	0.152587925902381	0.00527121925844635	no_overlap
module_.399	set_size_0	0	1	34602	31	0.000895876080109104	0.000895876080109104	0.0716700864087283	0.00527121925844635	no_overlap
module_.655	set_size_0	0	1	34602	89	0.00257203132676398	0.00257203132676398	0.205762506141118	0.00527121925844635	no_overlap
module_.787	set_size_0	0	1	34602	49	0.00141606219113954	0.00141606219113954	0.113284975291163	0.00527121925844635	no_overlap
module_.577	set_size_0	0	1	34602	128	0.00369910123399642	0.00369910123399642	0.295928098719714	0.00538051088581297	no_overlap
module_.775	set_size_0	0	1	34602	87	0.00251423286998287	0.00251423286998287	0.20113862959863	0.00527121925844635	no_overlap
module_.889	set_size_0	0	1	34602	84	0.00242753518481065	0.00242753518481065	0.194202814784852	0.00527121925844635	no_overlap
module_.727	set_size_0	0	1	34602	89	0.00257203132676398	0.00257203132676398	0.205762506141118	0.00527121925844635	no_overlap
module_.895	set_size_0	0	1	34602	90	0.0026009305551542	0.0026009305551542	0.208074444412336	0.00527121925844635	no_overlap
module_.625	set_size_0	0	1	34602	158	0.00456607808571508	0.00456607808571508	0.365286246857206	0.00561978841318779	no_overlap
module_.601	set_size_0	0	1	34602	88	0.00254313209837298	0.00254313209837298	0.203450567869838	0.00527121925844635	no_overlap
module_.967	set_size_0	0	1	34602	239	0.00690691558535372	0.00690691558535372	0.552553246828298	0.00699434489656073	no_overlap
module_.883	set_size_0	0	1	34602	100	0.00288992283906031	0.00288992283906031	0.231193827124825	0.00527121925844635	no_overlap
module_.583	set_size_0	0	1	34602	108	0.00312111666618442	0.00312111666618442	0.249689333294754	0.00527121925844635	no_overlap
module_.847	set_size_0	0	1	34602	88	0.00254313209837298	0.00254313209837298	0.203450567869838	0.00527121925844635	no_overlap
