module_name	AUC_set_name	overlap	AUC_set_size	universe	module_size	p	p-none	p-Bonn	p-BH	overlap_IDs
module_.979	set_size_800	0	800	33803	84	0.860154583516937	0.860154583516937	1	0.986528571738193	no_overlap
module_.571	set_size_800	0	800	33803	46	0.659277385199879	0.659277385199879	1	0.986528571738193	no_overlap
module_.721	set_size_800	1	800	33803	97	0.659559225260791	0.659559225260791	1	0.986528571738193	CD177
module_.619	set_size_800	0	800	33803	79	0.842760607372931	0.842760607372931	1	0.986528571738193	no_overlap
module_.877	set_size_800	1	800	33803	64	0.437369660924556	0.437369660924556	1	0.986528571738193	KIAA0773
module_.799	set_size_800	2	800	33803	59	0.155953546684803	0.155953546684803	1	0.856330714383541	ATP2B4, ATXN1
module_.763	set_size_800	1	800	33803	111	0.730126668604314	0.730126668604314	1	0.986528571738193	PDXK
module_.559	set_size_800	11	800	33803	35	1.10128939860319e-11	1.10128939860319e-11	8.81031518882552e-10	8.81031518882552e-10	CCL5, NKG7, GZMK, GZMA, CD160, GZMH, PPP2R2B, KLRC4, ADRB2, CD8A, PTGDR
module_.997	set_size_800	4	800	33803	55	0.00875139682208837	0.00875139682208837	0.70011174576707	0.233370581922357	KLRC3, TGFBR3, COLQ, PRSS23
module_.637	set_size_800	1	800	33803	53	0.347503260979796	0.347503260979796	1	0.986528571738193	ACHE
module_.937	set_size_800	3	800	33803	203	0.693156946647558	0.693156946647558	1	0.986528571738193	VIP, B3GNT3, SUV39H1
module_.781	set_size_800	2	800	33803	127	0.56525127887846	0.56525127887846	1	0.986528571738193	EMCN, DGCR5
module_.1015	set_size_800	1	800	33803	172	0.909804236186879	0.909804236186879	1	0.986528571738193	CDADC1
module_.745	set_size_800	5	800	33803	105	0.0352627262829921	0.0352627262829921	1	0.564203620527874	CA6, POU6F1, KIF22, ZNF268, GPR3
module_.697	set_size_800	0	800	33803	88	0.872675386288182	0.872675386288182	1	0.986528571738193	no_overlap
module_.709	set_size_800	2	800	33803	45	0.0855861296638647	0.0855861296638647	1	0.855861296638647	SYTL2, CC2D1A
module_.865	set_size_800	0	800	33803	52	0.703951165055127	0.703951165055127	1	0.986528571738193	no_overlap
module_.631	set_size_800	0	800	33803	80	0.846404203540862	0.846404203540862	1	0.986528571738193	no_overlap
module_.805	set_size_800	0	800	33803	79	0.842760607372931	0.842760607372931	1	0.986528571738193	no_overlap
module_.565	set_size_800	2	800	33803	126	0.559889134916307	0.559889134916307	1	0.986528571738193	KIAA1704, KLF5
