module_name	AUC_set_name	overlap	AUC_set_size	universe	module_size	p	p-none	p-Bonn	p-BH	overlap_IDs
module_.979	set_size_25	0	25	34578	84	0.0589728316191838	0.0589728316191838	1	0.126742130420444	no_overlap
module_.571	set_size_25	0	25	34578	46	0.03272048202728	0.03272048202728	1	0.126742130420444	no_overlap
module_.721	set_size_25	0	25	34578	97	0.067795830079291	0.067795830079291	1	0.126742130420444	no_overlap
module_.619	set_size_25	0	25	34578	79	0.0555580706078803	0.0555580706078803	1	0.126742130420444	no_overlap
module_.877	set_size_25	0	25	34578	64	0.0452422648686001	0.0452422648686001	1	0.126742130420444	no_overlap
module_.799	set_size_25	0	25	34578	59	0.0417796893110073	0.0417796893110073	1	0.126742130420444	no_overlap
module_.763	set_size_25	0	25	34578	111	0.0772086940764783	0.0772086940764783	1	0.126742130420444	no_overlap
module_.559	set_size_25	1	25	34578	35	0.000293835480430748	0.000293835480430748	0.0235068384344598	0.0235068384344598	CCL5
module_.997	set_size_25	1	25	34578	55	0.000726891013443105	0.000726891013443105	0.0581512810754484	0.0290756405377242	KLRC3
module_.637	set_size_25	0	25	34578	53	0.0376086844708804	0.0376086844708804	1	0.126742130420444	no_overlap
module_.937	set_size_25	0	25	34578	203	0.136832627574836	0.136832627574836	1	0.144034344815617	no_overlap
module_.781	set_size_25	0	25	34578	127	0.0878545301214413	0.0878545301214413	1	0.128750494877649	no_overlap
module_.1015	set_size_25	0	25	34578	172	0.117167582314091	0.117167582314091	1	0.135846472248221	no_overlap
module_.745	set_size_25	1	25	34578	105	0.00261418310134186	0.00261418310134186	0.209134648107349	0.0409552194590756	CA6
module_.697	set_size_25	0	25	34578	88	0.0616961033679141	0.0616961033679141	1	0.126742130420444	no_overlap
module_.709	set_size_25	0	25	34578	45	0.032020224651746	0.032020224651746	1	0.126742130420444	no_overlap
module_.865	set_size_25	0	25	34578	52	0.0369118246293632	0.0369118246293632	1	0.126742130420444	no_overlap
module_.631	set_size_25	0	25	34578	80	0.0562419730593579	0.0562419730593579	1	0.126742130420444	no_overlap
module_.805	set_size_25	0	25	34578	79	0.0555580706078803	0.0555580706078803	1	0.126742130420444	no_overlap
module_.565	set_size_25	0	25	34578	126	0.0871926342446568	0.0871926342446568	1	0.128750494877649	no_overlap
module_.1009	set_size_25	0	25	34578	66	0.0466239290900049	0.0466239290900049	1	0.126742130420444	no_overlap
module_.643	set_size_25	0	25	34578	51	0.0362144803948723	0.0362144803948723	1	0.126742130420444	no_overlap
