module_name	AUC_set_name	overlap	AUC_set_size	universe	module_size	p	p-none	p-Bonn	p-BH	overlap_IDs
module_.979	set_size_400	0	400	34203	84	0.623881151401843	0.623881151401843	1	0.879348485377367	no_overlap
module_.571	set_size_400	0	400	34203	46	0.414443858576589	0.414443858576589	1	0.879348485377367	no_overlap
module_.721	set_size_400	1	400	34203	97	0.309069378705387	0.309069378705387	1	0.879348485377367	CD177
module_.619	set_size_400	0	400	34203	79	0.601312659356195	0.601312659356195	1	0.879348485377367	no_overlap
module_.877	set_size_400	1	400	34203	64	0.169128087848163	0.169128087848163	1	0.879348485377367	KIAA0773
module_.799	set_size_400	2	400	34203	59	0.0309577279844404	0.0309577279844404	1	0.38650728487423	ATP2B4, ATXN1
module_.763	set_size_400	0	400	34203	111	0.725462500436328	0.725462500436328	1	0.879348485377367	no_overlap
module_.559	set_size_400	7	400	34203	35	5.32738809241925e-09	5.32738809241925e-09	4.2619104739354e-07	4.2619104739354e-07	CCL5, NKG7, GZMK, GZMA, CD160, GZMH, PPP2R2B
module_.997	set_size_400	3	400	34203	55	0.0037698910383784	0.0037698910383784	0.301591283070272	0.075397820767568	KLRC3, TGFBR3, COLQ
module_.637	set_size_400	1	400	34203	53	0.125231163920038	0.125231163920038	1	0.879348485377367	ACHE
module_.937	set_size_400	2	400	34203	203	0.417075048073708	0.417075048073708	1	0.879348485377367	VIP, B3GNT3
module_.781	set_size_400	1	400	34203	127	0.432640612762514	0.432640612762514	1	0.879348485377367	EMCN
module_.1015	set_size_400	1	400	34203	172	0.593039686206142	0.593039686206142	1	0.879348485377367	CDADC1
module_.745	set_size_400	3	400	34203	105	0.0338193874264951	0.0338193874264951	1	0.38650728487423	CA6, POU6F1, KIF22
module_.697	set_size_400	0	400	34203	88	0.641014782995278	0.641014782995278	1	0.879348485377367	no_overlap
module_.709	set_size_400	2	400	34203	45	0.0151985608088881	0.0151985608088881	1	0.24317697294221	SYTL2, CC2D1A
module_.865	set_size_400	0	400	34203	52	0.45395497722898	0.45395497722898	1	0.879348485377367	no_overlap
module_.631	set_size_400	0	400	34203	80	0.60593190788642	0.60593190788642	1	0.879348485377367	no_overlap
module_.805	set_size_400	0	400	34203	79	0.601312659356195	0.601312659356195	1	0.879348485377367	no_overlap
module_.565	set_size_400	0	400	34203	126	0.769538866904028	0.769538866904028	1	0.884647387054276	no_overlap
module_.1009	set_size_400	1	400	34203	66	0.177370468084281	0.177370468084281	1	0.879348485377367	PDGFD
module_.643	set_size_400	0	400	34203	51	0.447559509639719	0.447559509639719	1	0.879348485377367	no_overlap
module_.751	set_size_400	0	400	34203	21	0.216699210178212	0.216699210178212	1	0.879348485377367	no_overlap
module_.871	set_size_400	0	400	34203	156	0.837635941578003	0.837635941578003	1	0.892335800904269	no_overlap
module_.733	set_size_400	0	400	34203	145	0.81538022299473	0.81538022299473	1	0.892335800904269	no_overlap
module_.823	set_size_400	0	400	34203	168	0.858873208370359	0.858873208370359	1	0.892335800904269	no_overlap
module_.925	set_size_400	2	400	34203	188	0.370484758736285	0.370484758736285	1	0.879348485377367	PIGF, GRHPR
module_.919	set_size_400	0	400	34203	147	0.8196416626791	0.8196416626791	1	0.892335800904269	no_overlap
module_.973	set_size_400	0	400	34203	119	0.749924955051049	0.749924955051049	1	0.884647387054276	no_overlap
module_.679	set_size_400	2	400	34203	66	0.0411050618506203	0.0411050618506203	1	0.387666424786102	TOX, CDC7
module_.399	set_size_400	0	400	34203	31	0.302738663702424	0.302738663702424	1	0.879348485377367	no_overlap
module_.655	set_size_400	0	400	34203	89	0.645175121595942	0.645175121595942	1	0.879348485377367	no_overlap
module_.787	set_size_400	0	400	34203	49	0.434543554375457	0.434543554375457	1	0.879348485377367	no_overlap
module_.577	set_size_400	0	400	34203	128	0.774855513684803	0.774855513684803	1	0.884647387054276	no_overlap
module_.775	set_size_400	4	400	34203	87	0.00342615593499555	0.00342615593499555	0.274092474799644	0.075397820767568	ECT2, ARHGAP6, PRC1, CDC2
module_.889	set_size_400	0	400	34203	84	0.623881151401843	0.623881151401843	1	0.879348485377367	no_overlap
module_.727	set_size_400	1	400	34203	89	0.274904986136922	0.274904986136922	1	0.879348485377367	CDC27
module_.895	set_size_400	0	400	34203	90	0.649287364493364	0.649287364493364	1	0.879348485377367	no_overlap
module_.625	set_size_400	1	400	34203	158	0.546945661748274	0.546945661748274	1	0.879348485377367	GPC5
module_.601	set_size_400	1	400	34203	88	0.270623188477569	0.270623188477569	1	0.879348485377367	GTDC1
module_.967	set_size_400	2	400	34203	239	0.523323263962805	0.523323263962805	1	0.879348485377367	RPL10L, MATK
module_.883	set_size_400	1	400	34203	100	0.321807267733452	0.321807267733452	1	0.879348485377367	SMAD3
module_.583	set_size_400	0	400	34203	108	0.71568584610315	0.71568584610315	1	0.879348485377367	no_overlap
module_.847	set_size_400	0	400	34203	88	0.641014782995278	0.641014782995278	1	0.879348485377367	no_overlap
module_.793	set_size_400	2	400	34203	156	0.269828063677762	0.269828063677762	1	0.879348485377367	TMEM9B, SMEK2
module_.661	set_size_400	3	400	34203	114	0.0436124727884365	0.0436124727884365	1	0.387666424786102	ZNF410, STAG2, RB1CC1
module_.739	set_size_400	1	400	34203	143	0.493653913132728	0.493653913132728	1	0.879348485377367	HBZ
module_.907	set_size_400	1	400	34203	167	0.576988382967644	0.576988382967644	1	0.879348485377367	CPOX
module_.853	set_size_400	2	400	34203	113	0.143122872259548	0.143122872259548	1	0.879348485377367	PPM2C, RAPGEF1
module_.961	set_size_400	0	400	34203	66	0.536110757531818	0.536110757531818	1	0.879348485377367	no_overlap
module_.649	set_size_400	0	400	34203	81	0.610497769394558	0.610497769394558	1	0.879348485377367	no_overlap
module_.1027	set_size_400	0	400	34203	59	0.496702253931226	0.496702253931226	1	0.879348485377367	no_overlap
module_.589	set_size_400	0	400	34203	69	0.552043251139154	0.552043251139154	1	0.879348485377367	no_overlap
module_.931	set_size_400	1	400	34203	137	0.471254204397093	0.471254204397093	1	0.879348485377367	SPON1
module_.595	set_size_400	0	400	34203	184	0.882941660817717	0.882941660817717	1	0.894118137536929	no_overlap
module_.1003	set_size_400	1	400	34203	146	0.50462663699712	0.50462663699712	1	0.879348485377367	STRAP
module_.703	set_size_400	2	400	34203	259	0.577586477433424	0.577586477433424	1	0.879348485377367	FNTB, ZFYVE9
module_.757	set_size_400	1	400	34203	199	0.67183605315138	0.67183605315138	1	0.879348485377367	ZNF354A
module_.829	set_size_400	3	400	34203	46	0.00195662585191253	0.00195662585191253	0.156530068153002	0.075397820767568	SH2D1A, SYNE2, PYHIN1
module_.955	set_size_400	1	400	34203	108	0.355456744497567	0.355456744497567	1	0.879348485377367	DUSP2
module_.667	set_size_400	0	400	34203	48	0.427921315223069	0.427921315223069	1	0.879348485377367	no_overlap
module_.859	set_size_400	1	400	34203	108	0.355456744497567	0.355456744497567	1	0.879348485377367	KLRG1
module_.817	set_size_400	0	400	34203	132	0.78512455601067	0.78512455601067	1	0.884647387054276	no_overlap
module_.991	set_size_400	0	400	34203	165	0.853838976248241	0.853838976248241	1	0.892335800904269	no_overlap
module_.943	set_size_400	1	400	34203	192	0.652672487761966	0.652672487761966	1	0.879348485377367	RAB11FIP2
module_.613	set_size_400	0	400	34203	108	0.71568584610315	0.71568584610315	1	0.879348485377367	no_overlap
module_.769	set_size_400	0	400	34203	107	0.712350391458654	0.712350391458654	1	0.879348485377367	no_overlap
module_.715	set_size_400	0	400	34203	128	0.774855513684803	0.774855513684803	1	0.884647387054276	no_overlap
module_.949	set_size_400	0	400	34203	54	0.466525195807482	0.466525195807482	1	0.879348485377367	no_overlap
module_.673	set_size_400	0	400	34203	67	0.541483421543958	0.541483421543958	1	0.879348485377367	no_overlap
module_.913	set_size_400	2	400	34203	113	0.143122872259548	0.143122872259548	1	0.879348485377367	ENPP4, RPS8
module_.691	set_size_400	0	400	34203	182	0.880172824316164	0.880172824316164	1	0.894118137536929	no_overlap
module_.811	set_size_400	0	400	34203	155	0.835728469087143	0.835728469087143	1	0.892335800904269	no_overlap
module_.841	set_size_400	2	400	34203	114	0.145812342515524	0.145812342515524	1	0.879348485377367	TTC19, EXOSC8
module_.901	set_size_400	1	400	34203	207	0.692679393401264	0.692679393401264	1	0.879348485377367	RASA1
module_.1021	set_size_400	3	400	34203	210	0.225969966588643	0.225969966588643	1	0.879348485377367	EPS15, GPR107, DHX15
module_.835	set_size_400	0	400	34203	35	0.334453697501666	0.334453697501666	1	0.879348485377367	no_overlap
module_.985	set_size_400	0	400	34203	51	0.447559509639719	0.447559509639719	1	0.879348485377367	no_overlap
module_.607	set_size_400	0	400	34203	96	0.672981429094418	0.672981429094418	1	0.879348485377367	no_overlap
module_.685	set_size_400	0	400	34203	203	0.906261158355848	0.906261158355848	1	0.906261158355848	no_overlap
