module_name	AUC_set_name	overlap	AUC_set_size	universe	module_size	p	p-none	p-Bonn	p-BH	overlap_IDs
module_.979	set_size_200	0	200	34403	84	0.385841446519206	0.385841446519206	1	0.664304247952015	no_overlap
module_.571	set_size_200	0	200	34403	46	0.234187765666091	0.234187765666091	1	0.664304247952015	no_overlap
module_.721	set_size_200	0	200	34403	97	0.430533436987002	0.430533436987002	1	0.667764068480659	no_overlap
module_.619	set_size_200	0	200	34403	79	0.367737664899007	0.367737664899007	1	0.664304247952015	no_overlap
module_.877	set_size_200	0	200	34403	64	0.310178482156471	0.310178482156471	1	0.664304247952015	no_overlap
module_.799	set_size_200	2	200	34403	59	0.00487462602869112	0.00487462602869112	0.38997008229529	0.0974925205738224	ATP2B4, ATXN1
module_.763	set_size_200	0	200	34403	111	0.475049849871321	0.475049849871321	1	0.667764068480659	no_overlap
module_.559	set_size_200	5	200	34403	35	4.88154552739868e-08	4.88154552739868e-08	3.90523642191894e-06	3.90523642191894e-06	CCL5, NKG7, GZMK, GZMA, CD160
module_.997	set_size_200	2	200	34403	55	0.00400078171771147	0.00400078171771147	0.320062537416918	0.0974925205738224	KLRC3, TGFBR3
module_.637	set_size_200	0	200	34403	53	0.264682034417159	0.264682034417159	1	0.664304247952015	no_overlap
module_.937	set_size_200	1	200	34403	203	0.328065438454211	0.328065438454211	1	0.664304247952015	VIP
module_.781	set_size_200	1	200	34403	127	0.167269580405211	0.167269580405211	1	0.664304247952015	EMCN
module_.1015	set_size_200	0	200	34403	172	0.631935259282074	0.631935259282074	1	0.674064276567546	no_overlap
module_.745	set_size_200	2	200	34403	105	0.0231848483769414	0.0231848483769414	1	0.309131311692552	CA6, POU6F1
module_.697	set_size_200	0	200	34403	88	0.399952348905408	0.399952348905408	1	0.664304247952015	no_overlap
module_.709	set_size_200	0	200	34403	45	0.229729926243925	0.229729926243925	1	0.664304247952015	no_overlap
module_.865	set_size_200	0	200	34403	52	0.260400831741354	0.260400831741354	1	0.664304247952015	no_overlap
module_.631	set_size_200	0	200	34403	80	0.371400405804469	0.371400405804469	1	0.664304247952015	no_overlap
module_.805	set_size_200	0	200	34403	79	0.367737664899007	0.367737664899007	1	0.664304247952015	no_overlap
module_.565	set_size_200	0	200	34403	126	0.518909350731948	0.518909350731948	1	0.673792770809375	no_overlap
module_.1009	set_size_200	0	200	34403	66	0.318144366768099	0.318144366768099	1	0.664304247952015	no_overlap
module_.643	set_size_200	0	200	34403	51	0.256094828200025	0.256094828200025	1	0.664304247952015	no_overlap
module_.751	set_size_200	0	200	34403	21	0.114642872113236	0.114642872113236	1	0.664304247952015	no_overlap
module_.871	set_size_200	0	200	34403	156	0.595987321595835	0.595987321595835	1	0.673792770809375	no_overlap
module_.733	set_size_200	0	200	34403	145	0.569267422661964	0.569267422661964	1	0.673792770809375	no_overlap
module_.823	set_size_200	0	200	34403	168	0.623258312998672	0.623258312998672	1	0.673792770809375	no_overlap
module_.925	set_size_200	1	200	34403	188	0.296236811808151	0.296236811808151	1	0.664304247952015	PIGF
module_.919	set_size_200	0	200	34403	147	0.574253072082842	0.574253072082842	1	0.673792770809375	no_overlap
module_.973	set_size_200	0	200	34403	119	0.498914877149874	0.498914877149874	1	0.673792770809375	no_overlap
module_.679	set_size_200	1	200	34403	66	0.0560296728819936	0.0560296728819936	1	0.560296728819936	TOX
module_.399	set_size_200	0	200	34403	31	0.164540319848121	0.164540319848121	1	0.664304247952015	no_overlap
module_.655	set_size_200	0	200	34403	89	0.403429374263047	0.403429374263047	1	0.664304247952015	no_overlap
module_.787	set_size_200	0	200	34403	49	0.247407845923213	0.247407845923213	1	0.664304247952015	no_overlap
